"analysis_index","query","generated_at","currency","comp_count","evidence_rows","p25","median","p75","received_count","excluded_count","quality_warnings","methodology","caveat","demo_note"
"1","Sony WH-1000XM5","2026-09-22T18:08:07.775Z","USD","16","12","113.11","127.84","147.3","20","4","[""Mixed evidence conditions; not a condition-adjusted valuation."",""Evidence row count differs from compCount; review source completeness.""]","eBay.com sold comps; lexical model/variant and lot checks, Best Offer exclusions and 1.5xIQR filtering. Velocity describes this capped sample, not total market demand. Profit scenarios are sample percentiles, not forecasts.","Estimates only. Condition, fees, taxes, shipping, search relevance and source accuracy vary. Upstream Actor charges are separate from this analysis event.","Historical output from the successful 2026-09-22 validation. Not a current quote or customer transaction."
